ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
992,F,Ship,3,5,140,3,low,F,30,1035
9213,A,Ship,4,5,188,3,medium,M,8,4125
2388,F,Ship,4,4,233,3,medium,F,14,2522
10979,C,Ship,4,1,253,5,low,F,2,1362
5209,D,Flight,4,1,184,3,low,F,8,4667
7251,A,Road,5,1,177,2,medium,M,9,4881
428,F,Flight,5,4,197,4,low,F,40,3303
3213,A,Ship,4,5,243,3,low,F,2,4909
4111,D,Flight,3,2,240,3,medium,M,2,4804
7547,C,Flight,5,5,171,3,medium,F,6,4209
3600,F,Ship,3,4,217,3,low,F,5,4883
360,F,Ship,4,3,131,5,low,M,6,1659
2644,B,Ship,4,4,196,3,low,F,11,3244
2731,D,Road,3,4,144,3,low,M,56,1496
6994,B,Flight,5,5,256,3,medium,F,6,4145
3245,C,Ship,3,2,231,4,medium,M,4,5510
7243,D,Road,6,3,262,6,high,M,5,4506
5734,B,Road,3,2,170,2,low,M,2,4214
9792,F,Ship,3,1,250,3,medium,F,6,5832
7560,F,Ship,4,1,268,4,medium,F,2,4543
3635,C,Ship,3,3,225,4,low,M,10,5690
5735,C,Road,3,5,275,2,low,F,7,4619
4726,B,Ship,4,1,194,3,medium,F,6,5282
8433,A,Ship,4,1,188,2,low,M,10,5085
3972,F,Flight,5,5,262,2,medium,M,8,4283
497,C,Ship,4,2,216,3,low,F,12,2273
10738,B,Ship,5,3,229,5,low,F,1,1424
9269,C,Ship,3,1,170,3,high,F,6,5750
5468,F,Road,6,3,304,5,medium,F,6,1184
1034,F,Ship,2,2,198,2,low,M,11,3686
8060,F,Road,5,2,191,4,low,F,3,5578
9164,F,Road,6,1,264,4,low,M,5,1900
6530,F,Ship,3,3,177,3,medium,M,10,5374
9764,F,Ship,6,5,211,6,low,M,3,4957
6510,F,Ship,5,5,265,5,medium,M,1,1568
7924,B,Road,3,4,188,6,medium,F,6,4031
4871,C,Ship,3,3,204,2,medium,M,6,5612
9504,F,Ship,5,2,254,2,medium,M,4,4180
8464,B,Ship,4,1,202,2,medium,M,10,5428
7387,D,Road,5,5,207,2,high,M,8,5066
6896,F,Ship,5,5,237,5,high,F,2,1593
9473,C,Ship,4,1,141,3,low,F,6,5273
6551,C,Road,5,5,244,5,low,M,5,1787
8595,A,Ship,2,4,245,2,medium,F,10,5389
8930,F,Ship,4,3,269,5,low,M,2,1273
4763,C,Ship,4,1,149,3,medium,F,8,1136
2371,D,Ship,4,4,161,4,low,F,14,1194
2031,A,Road,4,5,266,3,medium,M,5,3718
9015,A,Ship,4,5,137,2,low,M,6,4055
8898,F,Road,5,1,225,5,low,M,2,1812
8152,B,Ship,4,3,163,3,low,F,10,5002
8285,C,Ship,6,5,229,8,medium,F,2,4271
2175,A,Road,3,5,166,3,low,F,1,1366
10371,A,Ship,4,1,259,3,low,M,9,5148
6017,C,Road,5,3,249,4,medium,M,1,1014
9476,F,Ship,3,1,270,2,medium,M,6,4966
4715,C,Ship,4,2,242,3,medium,M,8,4644
9650,F,Ship,5,2,192,7,medium,M,2,4045
4486,B,Ship,5,3,215,4,low,M,5,5915
8358,F,Flight,4,5,247,5,medium,M,6,1737
2063,C,Flight,4,3,213,2,low,M,27,2034
7528,B,Road,4,2,177,3,low,F,4,4550
1457,C,Ship,3,5,156,3,medium,M,44,1424
6908,F,Ship,6,4,297,4,low,F,9,1249
2065,D,Flight,3,4,156,4,medium,F,7,1492
7532,F,Flight,4,4,148,2,low,M,4,5437
1395,A,Ship,6,2,294,4,low,M,57,1265
450,F,Ship,4,3,140,2,low,F,22,1248
7110,F,Road,6,5,247,4,medium,M,7,1461
9093,A,Ship,5,3,270,5,medium,F,8,1862
1943,C,Ship,4,2,194,4,medium,F,26,3818
1158,F,Ship,4,1,171,3,low,F,58,1516
5561,C,Ship,3,1,249,2,low,F,2,5572
2010,F,Ship,3,5,168,4,medium,M,23,1347
3974,F,Flight,5,2,165,2,medium,F,6,4819
5310,F,Ship,3,4,243,3,medium,M,8,5705
188,F,Ship,2,1,222,2,medium,M,5,3778
4512,F,Road,5,2,198,3,low,F,8,4680
5117,C,Ship,4,1,258,4,low,M,5,5664
2613,A,Flight,3,2,149,2,medium,M,37,1699
408,F,Flight,4,5,193,3,medium,M,65,2267
7337,C,Ship,3,3,268,2,high,F,5,5195
8158,B,Ship,4,5,101,6,medium,M,8,4146
3133,D,Road,3,5,251,3,low,F,21,2476
2579,C,Road,3,4,150,2,medium,M,64,1777
8749,D,Road,4,5,258,3,low,M,8,4046
10084,B,Ship,5,1,233,3,low,F,6,5560
10365,A,Ship,4,4,246,3,medium,F,2,4150
8438,F,Ship,5,1,267,4,low,M,5,5792
2348,F,Ship,5,1,153,2,low,F,55,1414
6448,B,Flight,3,3,170,4,low,M,3,4049
4085,C,Road,3,3,273,10,medium,F,10,5574
545,C,Flight,4,2,180,3,low,F,47,1434
3948,F,Road,4,2,202,3,low,M,9,4955
7845,A,Ship,3,5,192,2,low,F,7,5069
4380,F,Flight,3,1,236,2,medium,F,8,5591
616,B,Ship,4,1,177,4,medium,F,33,1049
8012,F,Ship,5,3,254,6,low,M,7,1064
6486,F,Ship,3,4,260,4,medium,M,10,5425
5356,B,Flight,4,1,231,3,medium,M,2,4940
5518,B,Ship,7,4,291,4,high,M,4,1248
9791,C,Ship,3,2,162,3,medium,M,4,4812
8472,F,Road,4,5,248,2,medium,M,4,4789
7862,F,Ship,4,2,255,3,low,F,8,5865
2730,F,Road,3,1,132,2,medium,M,62,1909
1384,B,Flight,3,2,238,4,medium,F,49,3179
6843,A,Road,3,2,214,2,high,F,7,4938
8688,F,Ship,5,1,176,3,low,M,3,5919
8091,A,Flight,3,1,245,3,low,F,4,5449
9178,B,Flight,3,4,179,2,medium,M,5,1340
9506,F,Ship,5,3,171,3,low,F,7,4946
7327,D,Ship,5,3,257,5,medium,M,5,4183
8401,D,Ship,5,1,150,4,low,F,1,5098
5224,B,Ship,5,1,257,4,medium,M,1,4924
5304,F,Ship,5,1,203,5,medium,M,2,4845
7735,D,Ship,5,4,259,5,low,F,4,1991
7099,D,Road,5,5,238,8,low,M,9,5186
6637,D,Ship,4,1,155,5,low,F,1,5986
7928,F,Road,5,5,218,5,low,M,5,4303
8720,F,Ship,4,4,265,4,medium,F,6,4607
8525,C,Ship,4,1,252,3,medium,M,4,5540
1978,B,Ship,3,3,147,3,low,M,16,1563
9091,D,Ship,6,5,256,4,low,F,2,1163
9766,B,Ship,4,4,155,2,medium,F,6,5942
2643,A,Ship,3,3,143,3,medium,F,16,1343
2120,F,Ship,3,3,218,3,low,M,19,3770
8143,D,Ship,3,3,230,3,medium,F,2,4742
6630,F,Ship,2,5,180,6,medium,F,7,4907
7854,F,Ship,5,5,243,3,medium,M,3,5700
671,C,Road,4,3,244,3,medium,M,1,3982
4016,F,Ship,2,5,116,3,low,F,1,4091
1923,A,Flight,5,5,161,3,medium,F,59,1037
6925,D,Ship,6,1,245,4,low,F,10,1606
10358,F,Ship,2,4,226,3,low,M,9,4098
2822,F,Ship,3,1,141,2,low,F,4,1297
8592,F,Ship,4,4,144,8,medium,M,6,4390
10805,C,Road,4,3,268,5,medium,M,7,1932
10305,A,Ship,4,5,272,2,low,F,10,4962
4861,D,Ship,4,1,212,3,low,M,3,4896
2108,F,Ship,5,5,106,5,low,F,46,1275
10049,C,Ship,3,1,171,4,medium,F,6,5398
8908,B,Flight,2,2,310,3,low,M,1,1549
4780,B,Road,4,5,188,2,low,F,4,4433
403,D,Road,3,2,265,3,low,F,49,2791
3382,B,Ship,3,2,211,6,low,F,2,4417
8925,A,Ship,6,1,307,4,low,F,3,1977
7913,C,Ship,3,3,167,2,low,M,6,5101
1814,F,Ship,3,4,187,2,medium,M,54,3290
6040,B,Flight,6,1,242,5,low,F,5,1555
5575,D,Ship,5,2,243,3,low,F,8,4133
10484,F,Ship,4,2,253,5,medium,F,3,1092
986,F,Ship,6,1,172,6,high,F,50,1052
7217,C,Ship,5,2,246,5,medium,F,9,1876
6611,C,Ship,6,4,283,4,medium,M,1,1384
7268,F,Flight,5,4,233,3,low,M,6,4275
9909,A,Ship,4,5,258,5,medium,M,2,1481
5249,C,Ship,4,1,229,4,medium,F,2,5378
1376,F,Flight,4,2,185,3,low,M,27,3410
5111,C,Ship,3,4,256,3,low,M,7,5013
7849,D,Ship,3,5,211,3,medium,M,5,4058
9778,B,Ship,5,2,174,3,low,F,10,5973
117,A,Road,4,1,150,4,high,M,60,1024
3997,D,Ship,3,3,160,2,high,M,6,5667
10753,D,Ship,5,1,260,5,low,M,4,1257
7109,C,Road,6,2,279,4,low,F,5,1836
7640,F,Ship,4,3,248,2,medium,F,10,5211
10264,B,Road,3,3,160,2,medium,F,3,4665
2247,A,Ship,3,2,177,2,medium,F,23,1929
7622,F,Ship,3,4,145,4,high,M,4,5801
10632,F,Ship,4,2,230,3,high,F,5,5888
1797,A,Flight,4,1,242,2,low,M,34,3966
606,F,Ship,4,4,166,5,low,F,54,1203
9150,F,Ship,6,5,255,4,low,F,2,1218
2462,F,Flight,3,3,246,3,low,M,27,3648
2444,F,Road,2,5,116,3,low,F,3,1688
1344,F,Road,4,5,218,3,low,M,25,2682
6903,A,Ship,5,2,254,5,high,M,6,1491
3400,B,Road,3,4,213,3,low,F,5,4535
8763,A,Road,3,4,232,5,medium,M,9,5759
10831,D,Flight,5,5,142,4,low,M,5,5749
10558,B,Flight,4,2,255,5,low,F,6,4053
2119,D,Ship,3,2,232,2,low,F,58,2054
381,A,Ship,3,4,148,2,low,M,54,1778
4796,F,Flight,6,4,247,4,low,F,2,1326
5555,C,Ship,6,1,123,5,medium,M,5,5323
2296,B,Ship,4,2,223,3,medium,F,56,3158
4926,F,Road,4,4,256,3,low,M,8,4398
8630,F,Flight,6,4,258,4,low,F,7,1726
7422,F,Ship,7,5,278,4,low,M,1,1210
1940,F,Ship,3,1,215,2,low,F,47,3678
385,D,Road,4,3,236,2,high,M,23,3123
1885,D,Ship,5,4,269,3,medium,F,51,3415
6498,F,Ship,6,2,286,4,low,F,3,1959
6115,D,Ship,3,2,204,3,low,F,8,4586
6232,B,Ship,6,1,300,4,medium,F,2,1790
1238,F,Flight,4,1,140,2,low,F,5,1274
8587,D,Ship,3,5,251,10,medium,M,9,5962
2847,A,Ship,2,1,257,2,low,F,24,2130
7762,B,Ship,4,1,241,5,low,F,4,1145
9152,F,Ship,6,2,286,4,medium,M,6,1556
5172,F,Ship,3,3,137,3,medium,M,1,5490
1181,C,Ship,5,2,191,2,high,F,6,2059
7357,D,Ship,3,1,201,3,low,F,6,4953
701,C,Flight,6,1,281,3,medium,F,36,2536
3049,D,Ship,4,3,141,4,medium,F,38,1599
9263,C,Ship,3,3,160,3,low,M,1,4769
1789,D,Flight,4,1,242,3,medium,F,35,3556
6604,B,Ship,5,3,221,6,medium,F,3,1960
1616,F,Ship,4,5,198,2,medium,M,51,2820
4889,C,Ship,6,5,206,6,low,M,2,4014
5843,C,Ship,4,2,194,3,low,F,10,5171
6114,F,Ship,4,2,252,2,high,F,4,5233
529,D,Road,5,5,261,3,medium,F,8,3257
1125,A,Ship,4,4,140,4,medium,F,46,1442
9267,A,Ship,3,3,217,3,medium,M,10,5439
10437,A,Ship,5,4,171,3,low,F,1,5011
9376,B,Ship,4,1,233,6,medium,F,2,5406
7984,B,Ship,6,3,250,2,medium,F,1,4747
10576,B,Ship,4,3,184,3,low,F,5,4712
6519,A,Ship,4,4,266,3,low,M,10,5221
949,D,Road,3,3,255,2,medium,M,3,2894
1454,F,Ship,6,3,223,6,medium,M,29,2980
1139,C,Ship,5,5,158,3,medium,F,47,1246
767,C,Ship,2,1,249,3,low,M,11,2534
6239,C,Ship,4,4,268,4,low,M,5,5647
6345,A,Ship,4,5,195,2,low,M,2,4008
9246,F,Ship,4,3,174,3,medium,M,2,4069
10522,B,Ship,3,2,221,2,medium,M,9,4466
1731,A,Ship,5,3,181,4,medium,F,32,3893
8967,A,Ship,4,4,258,3,high,M,10,4958
8955,A,Ship,3,2,271,5,low,M,5,4880
2140,B,Ship,6,3,272,3,low,F,39,2518
538,B,Road,4,4,228,3,medium,F,12,3359
4768,B,Ship,4,1,194,3,medium,F,9,5804
6774,F,Ship,3,1,250,2,medium,F,9,4753
4204,B,Ship,4,5,172,4,medium,M,8,5900
3701,C,Flight,3,4,183,3,low,F,1,5959
8609,C,Road,5,3,236,5,medium,M,10,1630
257,C,Road,2,2,127,3,low,M,13,1128
9520,B,Ship,2,2,101,5,medium,F,6,4196
624,F,Ship,4,1,165,3,medium,M,51,1293
2340,F,Flight,5,1,198,2,medium,F,37,3025
8288,F,Ship,6,4,217,4,medium,F,4,4247
4793,C,Flight,5,3,272,2,low,F,4,5112
5729,C,Road,5,5,227,5,medium,F,3,1687
6882,F,Ship,5,2,262,6,medium,F,4,1532
3511,D,Ship,6,3,121,3,medium,F,10,5208
2361,A,Ship,6,4,209,5,low,F,53,3169
8566,B,Ship,3,4,165,2,medium,M,1,5745
6543,A,Ship,7,5,296,4,low,F,2,1823
2237,C,Ship,4,2,275,3,medium,M,26,2449
4007,C,Ship,4,4,202,4,medium,M,4,4053
4186,B,Ship,5,5,228,4,low,M,6,4946
5752,B,Flight,4,1,212,2,medium,F,7,5864
4943,C,Flight,5,2,156,5,low,M,9,5237
10541,C,Road,3,5,253,4,medium,F,5,4761
7079,C,Ship,6,3,247,6,medium,M,3,4582
8543,C,Ship,4,5,144,8,medium,F,2,4956
5566,B,Ship,4,1,173,2,medium,F,8,4893
5986,B,Ship,4,3,184,8,low,M,4,4686
2642,F,Ship,4,4,163,2,low,F,41,1634
4752,F,Ship,2,4,167,2,medium,M,1,4344
7218,F,Ship,7,4,251,5,low,M,3,1433
7276,B,Flight,4,3,256,3,low,F,4,5068
8455,D,Ship,2,4,176,3,low,M,1,4509
441,A,Ship,3,5,251,2,high,M,23,2426
9605,C,Flight,4,2,134,3,medium,F,1,4064
3850,B,Flight,3,3,221,2,medium,F,5,4205
108,F,Ship,4,5,216,3,high,M,26,2053
3920,F,Ship,4,1,260,2,low,F,1,5001
8697,A,Ship,5,4,255,3,low,F,1,5775
1848,F,Ship,5,1,269,3,medium,F,2,2136
3878,F,Ship,4,3,250,6,medium,M,7,5115
4697,C,Ship,3,5,204,2,medium,F,5,4504
3323,C,Ship,3,4,151,3,low,M,2,5712
8847,A,Ship,5,1,258,3,medium,F,8,5694
10623,A,Ship,5,5,98,2,medium,M,2,4125
7726,B,Ship,6,2,260,5,low,F,9,1667
8540,F,Ship,5,4,211,3,low,M,9,4908
6745,D,Ship,3,5,168,3,medium,M,7,4296
9125,C,Ship,4,5,233,3,medium,F,2,4501
4336,B,Ship,4,3,171,5,low,F,2,5242
7016,F,Ship,4,1,249,3,low,M,4,5253
3087,A,Ship,3,2,223,2,low,M,64,3595
422,F,Flight,4,2,251,2,medium,M,24,2405
3656,F,Ship,4,1,191,3,high,F,6,5335
7238,F,Road,3,1,238,3,medium,F,6,5092
4369,D,Road,5,3,217,3,low,M,6,4934
6839,C,Road,4,3,207,10,low,F,9,4179
3623,C,Ship,3,2,146,3,high,F,4,5846
10743,A,Ship,5,3,219,6,low,F,9,1019
2863,D,Road,5,2,225,3,medium,F,29,2411
5226,F,Ship,5,1,171,5,medium,F,2,5921
5948,F,Ship,4,1,269,2,medium,F,8,4930
8072,F,Road,4,1,241,2,low,M,3,5672
9986,F,Road,4,4,233,3,low,M,9,4300
1252,B,Ship,3,1,254,3,medium,M,6,3496
959,C,Flight,4,1,161,2,high,F,21,1075
9377,C,Ship,5,4,235,4,low,M,10,4880
6157,D,Road,3,4,273,4,medium,M,4,5361
148,B,Flight,4,3,146,4,medium,F,24,1844
1318,B,Ship,4,4,111,6,low,M,8,1145
9692,F,Ship,6,5,275,4,low,M,2,1700
8434,B,Ship,3,2,256,3,low,M,1,4932
5386,B,Ship,3,2,238,4,low,F,7,5254
1175,C,Ship,4,3,260,2,low,M,38,2526
5020,B,Ship,6,4,291,4,low,F,5,1327
2923,D,Ship,4,3,172,3,medium,F,6,1261
5681,C,Ship,3,1,180,2,high,M,10,4200
6387,A,Ship,3,2,167,3,medium,M,5,5995
2723,C,Road,4,3,214,4,low,M,34,3446
7964,F,Ship,5,1,236,6,low,M,4,1123
7474,B,Ship,5,4,242,5,medium,M,1,1824
8103,A,Ship,5,3,113,3,medium,F,5,4743
9832,B,Ship,2,3,269,2,low,M,3,5976
7284,F,Ship,4,3,151,3,medium,F,9,4908
733,D,Ship,6,3,281,3,medium,M,11,2135
10262,F,Road,4,1,160,2,medium,M,1,5741
7595,C,Ship,3,3,176,3,low,F,10,5284
7868,F,Ship,4,3,213,3,medium,M,4,4367
5007,A,Ship,3,4,165,3,high,M,10,4910
9324,F,Flight,4,2,262,3,low,M,6,5381
6296,F,Road,4,3,240,5,medium,F,5,1301
1317,A,Ship,3,2,181,3,low,F,29,2164
149,C,Flight,3,3,135,3,low,M,56,1490
2342,F,Flight,3,5,186,2,low,F,39,2197
3066,F,Ship,3,3,243,3,medium,F,27,2052
6361,D,Ship,4,1,168,2,low,M,3,4665
1284,F,Ship,4,1,267,3,medium,M,37,2716
4691,C,Ship,3,1,245,3,medium,F,1,5325
5008,B,Ship,3,3,156,7,medium,M,2,5467
9875,C,Flight,3,3,179,8,high,F,3,5429
8579,C,Ship,4,5,253,3,low,F,1,5402
238,B,Ship,2,2,133,3,low,M,5,1268
2303,C,Road,5,2,234,6,low,F,58,2448
7710,F,Ship,5,3,242,5,medium,F,5,1820
1757,C,Road,3,1,262,2,low,F,28,2940
1996,B,Ship,4,5,177,2,low,M,47,1536
1164,F,Ship,3,2,162,2,low,F,54,1614
3484,B,Ship,4,1,273,3,low,F,5,5323
4098,F,Road,6,1,139,5,medium,M,1,4243
1057,D,Ship,3,4,272,4,low,F,23,2048
4605,A,Ship,3,1,171,2,medium,F,6,5704
5856,F,Ship,4,3,266,2,medium,M,6,4286
7814,F,Flight,4,1,240,3,low,F,4,4787
1985,C,Ship,3,3,154,2,low,F,57,1096
3100,B,Ship,3,4,172,3,low,M,32,1943
8828,F,Ship,4,3,246,5,low,M,7,1134
4537,D,Flight,4,2,266,3,high,M,1,5532
1017,A,Ship,4,1,167,3,high,F,22,1403
6754,B,Ship,2,4,195,4,medium,M,3,5641
9044,F,Flight,5,5,225,4,high,F,3,5274
7747,D,Ship,4,3,228,5,low,F,9,1044
10843,D,Ship,5,5,251,2,medium,F,5,5178
8674,B,Ship,4,4,172,2,medium,F,3,5538
2929,D,Ship,5,3,114,6,medium,F,60,1746
8588,F,Ship,4,5,239,3,low,M,6,5154
6597,A,Ship,7,2,261,4,medium,M,9,1918
9355,D,Ship,6,4,276,4,low,M,4,1662
9724,B,Flight,3,2,140,3,medium,M,8,5724
9960,F,Ship,5,5,230,5,low,F,8,1067
10140,F,Flight,4,5,258,5,low,M,3,1162
1055,C,Ship,2,4,191,3,low,F,58,2586
9092,F,Ship,4,3,251,5,medium,M,2,1482
8973,A,Ship,4,5,243,4,low,F,1,5328
4597,D,Ship,5,4,270,3,medium,M,9,4992
9109,D,Ship,4,5,184,2,medium,F,2,4429
5000,F,Ship,3,3,134,3,medium,F,8,4950
902,F,Ship,5,3,208,3,medium,M,35,3884
1730,F,Ship,3,3,238,3,medium,M,54,2860
7566,F,Ship,4,2,236,3,low,M,4,4800
2992,B,Road,5,3,239,5,medium,F,19,2988
348,F,Ship,5,3,186,2,medium,F,58,2259
2708,F,Ship,2,1,200,3,medium,M,34,2199
1668,F,Ship,4,5,267,4,low,M,20,3132
8713,D,Ship,4,2,133,6,medium,F,9,4879
5283,A,Ship,6,3,259,5,medium,F,1,1271
62,F,Ship,3,3,179,3,medium,M,52,1158
2689,D,Ship,2,2,137,3,low,F,20,1823
3868,B,Ship,4,3,218,2,medium,M,6,4414
1029,A,Ship,3,3,193,3,medium,M,11,3188
4329,A,Ship,3,4,213,2,medium,F,6,5374
7998,F,Ship,6,1,306,4,low,F,4,1449
977,C,Ship,3,2,165,2,low,F,24,1966
10939,D,Road,4,2,255,5,medium,M,2,1186
3912,F,Ship,4,3,104,4,medium,M,3,4548
5341,D,Flight,4,1,249,5,low,M,9,4396
2078,F,Ship,5,2,195,6,low,M,35,1852
5559,A,Ship,4,3,148,4,low,F,1,4243
1647,A,Flight,5,4,111,5,medium,F,42,1587
8747,C,Road,4,2,112,2,medium,F,8,4599
6165,A,Flight,3,5,151,3,low,F,1,4088
4138,B,Ship,2,3,243,5,medium,M,5,4750
5931,A,Ship,4,3,109,2,medium,F,4,5407
8817,A,Ship,4,3,211,7,high,M,9,5652
9117,A,Ship,3,3,205,3,high,M,1,5851
9859,D,Road,6,3,166,5,medium,F,3,4596
10348,B,Ship,3,4,269,3,medium,M,8,5364
1176,F,Ship,3,1,263,3,low,M,25,3689
2876,F,Flight,5,3,202,6,low,F,34,2936
10156,B,Ship,4,4,170,3,medium,M,4,4062
3247,D,Ship,4,1,189,3,medium,M,5,4496
7694,F,Ship,5,1,216,10,medium,F,2,5672
10642,B,Ship,3,4,133,4,low,F,10,4571
9821,C,Ship,4,2,161,2,high,F,8,5654
4,B,Flight,3,3,176,4,medium,M,10,1177
9612,F,Ship,5,3,137,3,low,M,6,5357
10972,B,Flight,5,5,221,5,low,M,8,1718
4525,D,Flight,2,4,170,5,low,M,10,5448
1120,B,Ship,4,1,172,2,low,M,48,1993
4002,F,Ship,2,3,205,3,low,M,1,5137
1064,F,Ship,3,4,209,3,low,M,37,2215
3209,C,Ship,5,1,149,2,low,M,9,5435
2079,A,Ship,3,5,271,4,low,F,10,1679
5328,F,Road,3,2,254,2,medium,F,10,5608
1619,C,Road,4,4,203,5,low,M,36,3912
1713,A,Ship,3,4,242,5,low,M,5,2307
6731,C,Ship,3,5,161,2,medium,M,9,4623
1568,F,Ship,4,1,232,2,medium,F,26,3300
7415,C,Flight,6,3,286,4,medium,F,7,1132
3763,D,Ship,6,4,237,5,medium,F,2,5437
3005,C,Road,4,5,196,2,low,M,51,3151
2755,D,Flight,4,5,138,7,medium,M,60,1366
720,F,Ship,4,3,273,2,high,M,43,3462
440,F,Ship,3,3,172,3,low,F,58,1269
2614,B,Flight,4,2,273,5,medium,F,6,2126
4480,B,Ship,4,5,189,2,medium,M,6,5439
5162,F,Ship,4,3,130,3,medium,F,3,4317
3769,D,Ship,4,1,240,4,low,M,9,4471
3026,F,Flight,5,4,182,4,low,M,61,3063
7592,F,Ship,5,2,169,3,medium,M,3,5692
10223,C,Ship,4,3,238,6,low,M,2,1898
1801,D,Ship,3,1,183,3,medium,F,51,3863
10151,C,Flight,4,5,228,5,low,M,2,1996
2546,F,Ship,3,5,183,2,low,F,10,2621
10697,C,Flight,3,1,143,4,low,M,6,5474
9753,A,Ship,2,3,258,2,low,M,4,5052
90,F,Ship,4,1,186,4,medium,F,57,3880
3676,B,Road,4,5,148,3,low,M,5,4913
7745,C,Ship,5,3,243,5,low,F,9,1312
6368,F,Ship,3,1,266,3,low,M,5,5154
7439,C,Ship,3,5,275,4,medium,M,10,5066
5668,B,Ship,4,5,229,2,medium,F,1,4869
9489,A,Ship,3,3,203,3,medium,F,4,5548
4278,F,Ship,4,1,163,2,low,F,3,4099
10872,F,Ship,3,5,205,4,low,F,9,4819
2033,C,Road,3,4,195,2,medium,F,32,3719
4899,A,Ship,4,5,159,5,low,F,7,4063
7680,F,Flight,3,1,159,2,medium,F,3,5691
6196,B,Ship,4,3,210,3,low,M,9,5556
6724,B,Flight,5,4,99,2,high,F,4,4259
6860,F,Flight,5,4,259,5,low,M,10,1177
2038,B,Road,4,1,280,3,medium,M,2,3366
2242,B,Ship,4,1,151,2,low,M,42,1367
4366,B,Road,5,2,260,6,high,M,10,4087
2068,B,Flight,2,4,225,10,high,M,46,2690
4136,F,Ship,3,2,156,3,medium,M,2,4681
755,C,Ship,3,5,205,6,low,F,25,2232
4782,F,Road,3,4,233,3,medium,F,10,4626
2385,A,Ship,4,5,260,3,medium,M,59,3951
9128,F,Ship,6,3,218,6,high,F,5,4352
7005,A,Ship,4,3,221,2,low,F,6,4114
8917,D,Flight,4,3,246,5,medium,M,10,1646
5612,F,Road,3,5,226,2,medium,M,3,4208
8099,C,Flight,2,2,242,3,high,M,9,4717
8902,B,Flight,5,2,244,5,low,M,1,1875
682,B,Flight,3,4,273,2,medium,F,39,2651
47,C,Ship,3,4,169,4,medium,F,32,1245
2741,C,Flight,3,1,121,5,low,F,60,1577
2892,F,Flight,3,2,150,2,low,M,53,1319
1198,B,Ship,6,2,294,4,low,M,35,1625
1186,B,Ship,2,3,176,5,low,M,29,1254
10503,A,Ship,3,1,248,3,medium,M,7,5588
3864,F,Ship,2,4,143,6,medium,F,1,5514
8653,D,Ship,4,2,235,5,low,M,8,1021
629,C,Ship,6,1,104,4,medium,F,23,1442
5652,F,Ship,4,3,200,3,medium,M,5,5108
7730,F,Ship,7,4,291,4,medium,M,1,1817
299,C,Ship,4,2,147,4,medium,M,52,1129
10177,D,Ship,6,3,277,4,medium,F,6,1433
7555,D,Ship,5,5,203,5,medium,M,1,5356
7691,C,Ship,4,4,140,8,medium,F,2,5481
10446,F,Ship,5,5,239,6,low,M,9,1417
3141,A,Road,3,3,256,4,medium,M,3,4732
6236,F,Ship,5,4,173,4,high,F,8,5284
472,B,Ship,4,3,244,3,medium,M,8,3318
5060,F,Road,4,3,143,3,low,F,2,4693
8972,F,Ship,3,3,261,3,low,M,2,5629
3197,C,Ship,5,2,206,4,low,M,5,1149
8812,B,Ship,6,1,189,3,medium,F,9,5316
3778,B,Ship,2,4,147,2,medium,M,3,5136
8248,B,Ship,4,5,270,10,medium,M,9,5085
2879,C,Flight,3,2,224,3,medium,M,63,2085
10306,B,Ship,4,4,154,3,low,M,4,5393
7824,F,Flight,3,5,257,3,medium,M,4,5196
899,C,Ship,3,5,242,3,medium,M,19,3753
10903,D,Ship,5,3,210,3,medium,M,9,5912
6837,A,Road,4,3,247,3,high,F,1,5214
1492,B,Road,5,5,226,3,medium,M,23,2626
8993,C,Ship,4,5,162,2,medium,F,9,5345
4245,A,Flight,3,3,204,3,low,M,6,5296
5944,B,Ship,5,5,158,2,low,M,8,4743
10574,F,Ship,3,1,174,3,low,F,9,4380
723,A,Ship,5,3,150,2,low,M,2,1682
4308,F,Ship,4,5,135,3,medium,F,6,5266
3923,C,Ship,5,4,117,3,medium,F,4,5332
5966,F,Ship,4,5,239,6,low,M,2,1879
10044,F,Ship,4,2,232,2,low,M,5,4907
1849,D,Ship,5,5,123,2,low,F,60,1653
2529,A,Ship,2,3,139,8,medium,M,21,1033
8793,A,Ship,3,1,160,3,medium,F,5,5524
9180,F,Flight,5,3,218,6,low,F,6,1519
7608,F,Ship,3,3,201,2,low,F,2,5361
201,A,Ship,2,3,139,3,low,M,9,1471
2986,B,Ship,6,5,161,4,medium,F,20,1338
6450,F,Flight,5,2,240,3,low,M,7,4744
7777,D,Ship,5,1,249,3,low,F,8,5940
3208,B,Ship,6,4,227,5,medium,F,8,4388
10133,C,Road,6,2,137,10,low,F,5,4510
3507,A,Ship,4,3,192,3,medium,F,10,4086
9742,B,Flight,2,5,151,3,medium,M,9,4767
2106,F,Ship,4,5,237,2,medium,F,60,3427
6430,B,Road,5,1,203,3,low,F,2,4162
10579,D,Ship,4,4,160,3,low,M,1,4770
10931,C,Ship,4,4,253,5,low,F,2,1709
5706,F,Ship,4,5,164,3,high,M,3,4454
10987,D,Ship,4,5,255,5,medium,M,5,1458
9914,F,Ship,7,2,277,5,low,F,7,1260
5354,F,Flight,4,3,167,3,medium,F,1,4621
346,B,Ship,5,1,264,3,low,M,6,2882
